Title,Category,Author(s),Status,Wiki Page,Scan Depth,In-Wiki Citations,Year,Tier,Format,URL
The Economics of Welfare,Historical Text,A. C. Pigou,Scanned,https://www.progress.org/wiki/pigou-land-taxation/,Medium,2,1920,important,Book,https://archive.org/details/economicsofwelfa00pigouoft
"Why So Little Georgism in America: Using the Pennsylvania Case Files to Understand the Slow, Uneven Progress of Land Value Taxation",Academic/Research,Mark Alan Hughes,Referenced,https://www.progress.org/wiki/pennsylvania/,Medium,2,2006,important,Paper,https://www.lincolninst.edu/app/uploads/legacy-files/pubfiles/1275_hughes_final.pdf
Pennsylvania's Success with Local Property Tax Reform: The Split Rate Tax,Academic Paper,Alanna Hartzok,Referenced,https://www.progress.org/wiki/pennsylvania/,Medium,2,1997,important,Paper,https://cooperative-individualism.org/hartzok-alanna_pennsylvania's-success-with-local-property-tax-reform-1997-apr.pdf
A Critical Analysis of the Operation of the Pittsburgh Graded Tax Law,Academic Paper,Edward F. Daume,Referenced,https://www.progress.org/wiki/pittsburgh/,Light,2,1930,supplementary,Paper,https://doi.org/10.1177/000271623014800121
New Graded Tax Law Adopted (Henry George News),Article,Henry George News,Referenced,https://www.progress.org/wiki/pennsylvania/,Light,1,1974,supplementary,Article,https://cooperative-individualism.org/henry-george-news_graded-tax-law-adopted-1974-feb.pdf
Significant Features of the Property Tax — Pennsylvania (state profile),Reference/Data,Lincoln Institute of Land Policy,Referenced,https://www.progress.org/wiki/pennsylvania/,Light,1,2022,supplementary,Report,https://www.lincolninst.edu/app/uploads/legacy-files/pa_january_2022_0.pdf
Institute Director — Mariana Mazzucato (UCL IIPP faculty profile),Web Page,University College London,Referenced,https://www.progress.org/wiki/mariana-mazzucato/,Light,1,2024,supplementary,Web,https://www.ucl.ac.uk/bartlett/public-purpose/people/institute-director-mariana-mazzucato
"Homeless in America, Homeless in California",Academic Paper,"John M. Quigley, Steven Raphael, Eugene Smolensky",Scanned,https://www.progress.org/wiki/quigley-raphael-smolensky-homeless/,Medium,1,2001,important,Paper,https://doi.org/10.1162/003465301750160027
"Do Local Economic Conditions Affect Homelessness? Impact of Area Housing Market Factors, Unemployment, and Poverty on Community Homeless Rates",Academic Paper,Maria Hanratty,Scanned,https://www.progress.org/wiki/hanratty-local-economic-homelessness/,Light,1,2017,important,Paper,https://doi.org/10.1080/10511482.2017.1282885
The impact of permanent supportive housing on homeless populations,Academic Paper,Kevin Corinth,Scanned,https://www.progress.org/wiki/corinth-permanent-supportive-housing/,Light,1,2017,supplementary,Paper,https://doi.org/10.1016/j.jhe.2017.01.006
The London Congestion Charge,Academic Paper,Jonathan Leape,Scanned,https://www.progress.org/wiki/leape-london-congestion-charge/,Medium,1,2006,important,Paper,https://doi.org/10.1257/jep.20.4.157
The Stockholm congestion-charging trial 2006: Overview of effects,Academic Paper,Jonas Eliasson; Lars Hultkrantz; Lena Nerhagen; Lena Smidfelt Rosqvist,Scanned,https://www.progress.org/wiki/eliasson-stockholm-trial-2006/,Medium,1,2009,important,Paper,https://doi.org/10.1016/j.tra.2008.09.007
The effects of road pricing on driver behavior and air pollution,Academic Paper,Matthew Gibson; Maria Carnovale,Scanned,https://www.progress.org/wiki/gibson-carnovale-road-pricing-pollution/,Medium,1,2015,important,Paper,https://doi.org/10.1016/j.jue.2015.06.005
Carbon Taxes and CO2 Emissions: Sweden as a Case Study,Academic Paper,Julius J. Andersson,Scanned,https://www.progress.org/wiki/andersson-sweden-carbon-tax/,Medium,1,2019,important,Paper,https://doi.org/10.1257/pol.20170144
The European Union Emissions Trading System reduced CO2 emissions despite low prices,Academic Paper,Patrick Bayer; Michaël Aklin,Scanned,https://www.progress.org/wiki/bayer-aklin-eu-ets/,Medium,1,2020,important,Paper,https://doi.org/10.1073/pnas.1918128117
The Macroeconomic Impact of Europe's Carbon Taxes,Academic Paper,Gilbert E. Metcalf; James H. Stock,Scanned,https://www.progress.org/wiki/metcalf-stock-europe-carbon-taxes/,Medium,1,2023,important,Paper,https://doi.org/10.1257/mac.20210052
The Colonial Origins of Comparative Development: An Empirical Investigation,Academic Paper,Daron Acemoglu; Simon Johnson; James A. Robinson,Scanned,https://www.progress.org/wiki/acemoglu-johnson-robinson-colonial-origins/,Medium,1,2001,important,Paper,https://doi.org/10.1257/aer.91.5.1369
Capital Structure and Taxes: What Happens When You (Also) Subsidize Equity?,Academic Paper,Frédéric Panier; Francisco Pérez-González; Pablo Villanueva,Scanned,https://www.progress.org/wiki/panier-perez-gonzalez-villanueva-belgium-ace/,Medium,1,2015,important,Paper,https://www.bis.org/events/confresearchnetwork1603/perez_gonzalez.pdf
Universal Cash and Crime,Academic Paper,"Brett Watson, Mouhcine Guettabi, Matthew Reimer",Scanned,https://www.progress.org/wiki/watson-guettabi-reimer-cash-crime/,Light,2,2020,important,Paper,https://doi.org/10.1162/rest_a_00834
What do we know about the effects of the Alaska Permanent Fund Dividend?,Report,Mouhcine Guettabi,Scanned,https://www.progress.org/wiki/guettabi-pfd-effects-survey/,Full,2,2019,important,Report,http://hdl.handle.net/11122/10581
An African Success Story: Botswana,Academic Paper,"Daron Acemoglu, Simon Johnson, James A. Robinson",Scanned,https://www.progress.org/wiki/acemoglu-johnson-robinson-botswana/,Full,2,2003,important,Paper,https://economics.mit.edu/sites/default/files/publications/An%20African%20Success%20Story%20Botswana.pdf
Learning by Failing: The Origins of the Norwegian Oil Fund,Academic Paper,Einar Lie,Scanned,https://www.progress.org/wiki/lie-norwegian-oil-fund/,Full,2,2018,important,Paper,https://doi.org/10.1080/03468755.2018.1430657
The Decline of Homeownership Among Young Adults,Report,"Jonathan Cribb, Andrew Hood, Jack Hoyle",Scanned,https://www.progress.org/wiki/cribb-hood-hoyle-homeownership/,Full,2,2018,important,Report,https://ifs.org.uk/publications/decline-homeownership-among-young-adults
A Lost Generation? Long-Lasting Wealth Impacts of the Great Recession on Young Families,Report,"William R. Emmons, Ana H. Kent, Lowell R. Ricketts",Scanned,https://www.progress.org/wiki/lost-generation-young-families-wealth/,Full,2,2018,important,Report,https://fraser.stlouisfed.org/title/9376/item/685842
Land Nationalisation: Its Necessity and Its Aims,Modern Book,Alfred Russel Wallace,Referenced,https://www.progress.org/wiki/alfred-russel-wallace/,Light,1,1882,supplementary,Book,https://archive.org/details/landnationalisat00walliala
How to Nationalize the Land: A Radical Solution of the Irish Land Problem,Online Writing,Alfred Russel Wallace,Referenced,https://www.progress.org/wiki/alfred-russel-wallace/,Light,1,1880,supplementary,Article,https://people.wku.edu/charles.smith/wallace/S329.htm
Capitalism and Freedom (negative income tax),Modern Book,Milton Friedman,Referenced,https://www.progress.org/wiki/milton-friedman/,Light,1,1962,important,Book,https://miltonfriedman.hoover.org/internal/media/dispatcher/271085/full
Daylight Robbery: How Tax Shaped Our Past and Will Change Our Future,Modern Book,Dominic Frisby,Referenced,https://www.progress.org/wiki/dominic-frisby/,Light,2,2019,supplementary,Book,https://dominicfrisby.com/daylight-robbery-how-tax-shaped-the-past-and-will-change-the-future/
The Earth Belongs to Everyone,Modern Book,Alanna Hartzok,Referenced,https://www.progress.org/wiki/alanna-hartzok/,Light,3,2008,important,Book,
Homelessness: Better HUD Oversight of Data Collection Could Improve Estimates of Homeless Population,Government,U.S. Government Accountability Office,Scanned,https://www.progress.org/wiki/gao-2020-homelessness-hud-oversight/,Medium,1,2020,important,Report,https://www.gao.gov/products/gao-20-433
Inflection Points in Community-Level Homeless Rates,Academic Paper,"Chris Glynn, Thomas H. Byrne, Dennis P. Culhane",Scanned,https://www.progress.org/wiki/glynn-byrne-culhane-homeless-inflection/,Medium,1,2021,important,Paper,https://doi.org/10.1214/20-AOAS1414
Henry George Foundation (UK) — About Us,Web Page,Henry George Foundation of Great Britain,Referenced,https://www.progress.org/wiki/henry-george-foundation-uk/,Light,1,2026,supplementary,Web,https://henrygeorgefoundation.org/about-the-foundation/about-us
Land & Liberty Magazine (published since 1894),Web Page,Henry George Foundation (UK),Referenced,https://www.progress.org/wiki/henry-george-foundation-uk/,Light,1,2026,supplementary,Web,https://henrygeorgefoundation.org/publications/land-liberty-magazine
"The International Union for Land Value Taxation and Free Trade, 1926-1991 (finding aid)",Archive,Henry George School Archives,Referenced,https://www.progress.org/wiki/international-union-lvt/,Light,1,2020,supplementary,Archive,https://hgarchives.org/historical-collections-2/the-international-union-for-land-value-taxation-and-free-trade-1926-1991/
Common Ground U.S.A. — Our Mission,Web Page,Common Ground U.S.A.,Referenced,https://www.progress.org/wiki/common-ground-usa/,Light,1,2026,supplementary,Web,https://commonground-usa.net/about-us/our-mission/
Introduction to Cooperative Individualism,Web Page,Edward J. Dodson,Referenced,https://www.progress.org/wiki/school-of-cooperative-individualism/,Light,1,1997,supplementary,Web,https://www.cooperative-individualism.org/introduction.htm
House Bill 4966 of 2023 (Land Tax Equity Act),Government,Michigan Legislature,Scanned,https://www.progress.org/wiki/detroit-lvt-proposal/,Medium,1,2023,important,Legal Text,https://www.legislature.mi.gov/Bills/Bill?ObjectName=2023-HB-4966
Legislature breaks for year without passing Detroit mayor's tax plan,Online Writing,Ken Coleman (Michigan Advance),Scanned,https://www.progress.org/wiki/detroit-lvt-proposal/,Light,1,2023,supplementary,Article,https://michiganadvance.com/2023/11/13/legislature-breaks-for-year-without-passing-detroit-mayors-tax-plan/
Duggan's land value tax proposal in limbo; November ballot prospects iffy,Online Writing,David Eggert (Crain's Detroit),Scanned,https://www.progress.org/wiki/detroit-lvt-proposal/,Light,1,2024,supplementary,Article,https://www.crainsdetroit.com/politics-policy/detroit-land-value-tax-proposal-still-flux/
Why Mike Duggan is running for Michigan governor as an independent,Online Writing,Malachi Barrett (BridgeDetroit),Scanned,https://www.progress.org/wiki/detroit-lvt-proposal/,Light,1,2024,supplementary,Article,https://www.bridgedetroit.com/why-mike-duggan-is-running-for-michigan-governor-as-an-independent/
Duggan pledges to revive Detroit land-value tax effort if elected governor,Online Writing,Crain's Detroit Business,Referenced,https://www.progress.org/wiki/detroit-lvt-proposal/,Light,1,2025,supplementary,Article,https://www.crainsdetroit.com/politics-policy/duggan-pledges-revive-detroit-land-value-tax-effort-if-elected-governor/
Progress and Poverty,Academic/Research,,Scanned,https://www.progress.org/wiki/progress-and-poverty/,Medium,30,1879,,Paper,https://www.gutenberg.org/ebooks/55308
"Urban Sprawl and the Property Tax (ITAX 10:5-23, course copy)",Academic Paper,Jan Brueckner; Hyun-A Kim,Scanned,https://www.progress.org/wiki/banzhaf-lavery-pa-sprawl/,Medium,1,2003,supplementary,Paper,https://matthewturner.org/ec2410/readings/Breuckner_Kim_ITPF_2003.pdf
Léon Walras (Wikipedia),Web,Wikipedia contributors,Referenced,https://www.progress.org/wiki/leon-walras/,Light,1,2026,supplementary,Web,https://en.wikipedia.org/wiki/L%C3%A9on_Walras
"Boom Bust: House Prices, Banking and the Depression of 2010",Book,Fred Harrison,Referenced,https://www.progress.org/wiki/miller-on-fairness-and-efficiency/,Light,1,2010,supplementary,Book,https://shepheardwalwyn.com/product/boom-bust/
"Marx to Friedrich Adolph Sorge, 20 June 1881 (Marx-Engels Correspondence 1881)",Web,Karl Marx,Referenced,https://www.progress.org/wiki/karl-marx/,Light,1,1881,core,Web,https://www.marxists.org/archive/marx/works/1881/letters/81_06_20.htm
Fabian Society (Wikipedia),Web,Wikipedia contributors,Referenced,https://www.progress.org/wiki/fabian-society/,Light,1,2026,supplementary,Web,https://en.wikipedia.org/wiki/Fabian_Society
"The Power in the Land: An Inquiry into Unemployment, the Profits Crisis and Land Speculation",Book,Fred Harrison,Referenced,https://www.progress.org/wiki/japan/,Light,1,1983,core,Book,https://shepheardwalwyn.com/product/the-power-in-the-land/
The Constitution of Liberty: The Definitive Edition,Book,Friedrich A. Hayek (ed. Ronald Hamowy),Referenced,https://www.progress.org/wiki/friedrich-hayek/,Light,1,1960,core,Book,https://ia800805.us.archive.org/35/items/TheConstitutionOfLiberty/The%20Constitution%20of%20Liberty.pdf
The Corruption of Economics,Book,"Mason Gaffney, Fred Harrison, Kris Feder",Referenced,https://www.progress.org/wiki/russia-post-soviet-transition/,Light,1,1994,core,Book,https://www.masongaffney.org/publications/K1Neo-classical_Stratagem.CV.pdf
Stabilizing an Unstable Economy,Book,Hyman P. Minsky,Referenced,https://www.progress.org/wiki/hyman-minsky/,Light,1,1986,important,Book,https://www.levyinstitute.org/pubs/wp74.pdf
The Impact of the Jubilee Line Extension of the London Underground Rail Network on Land Values,Academic Paper,"Stephen R. Mitchell, Anthony J. M. Vickers",Referenced,https://www.progress.org/wiki/riley-taken-for-a-ride/,Light,1,2003,important,Paper,https://www.lincolninst.edu/app/uploads/legacy-files/pubfiles/906_vickers_complete_pdf.pdf
Land value tax in Australia,Web,Wikipedia contributors,Referenced,https://www.progress.org/wiki/australia/,Light,1,2026,supplementary,Web,https://en.wikipedia.org/wiki/Land_value_tax_in_Australia
Physiocracy,Web,Wikipedia contributors,Referenced,https://www.progress.org/wiki/physiocracy/,Light,1,n.d. (accessed 2026),supplementary,Web,https://en.wikipedia.org/wiki/Physiocracy
The Asset Price Bubble and Monetary Policy: Japan's Experience in the Late 1980s and the Lessons,Academic Paper,"Kunio Okina, Masaaki Shirakawa, Shigenori Shiratsuka",Referenced,https://www.progress.org/wiki/japanese-asset-price-bubble/,Light,1,2001,important,Paper,https://www.bis.org/publ/bppdf/bispap21e.pdf
"Common Rights to Land in England, 1475–1839",Academic Paper,Gregory Clark and Anthony Clark,Referenced,https://www.progress.org/wiki/enclosure-movement/,Light,1,2001,important,Paper,https://faculty.econ.ucdavis.edu/faculty/gclark/papers/commons.pdf
The Coming Boom in Real Estate and What to Do About It,Book,Roy Wenzlick,Referenced,https://www.progress.org/wiki/roy-wenzlick/,Light,1,1936,supplementary,Book,https://collections.shsmo.org/manuscripts/saint-louis/s0574
History of Melbourne,Web,Wikipedia contributors,Referenced,https://www.progress.org/wiki/melbourne-land-boom-1880s/,Light,1,2026,supplementary,Web,https://en.wikipedia.org/wiki/History_of_Melbourne
Domesday Book,Web,Wikipedia contributors,Referenced,https://www.progress.org/wiki/domesday-book/,Light,1,2026,supplementary,Web,https://en.wikipedia.org/wiki/Domesday_Book
Tiebout Visits Germany: Land Tax Capitalization in a Sample of German Municipalities,Academic Paper,Thiess Büttner,Referenced,https://www.progress.org/wiki/buettner-german-land-tax-capitalization/,Light,1,2003,important,Paper,https://www.economicpossibility.org/sources/tiebout-visits-germany-land-tax-capitalization-in-a-sample-of-german-municipaliti
Historical Background and Contemporary Usage of Taxing Land,Academic Paper,John M. Polimeni,Referenced,https://www.progress.org/wiki/johannesburg-site-value-rating/,Light,1,2005,supplementary,Paper,https://commongroundorwa.org/LVT-History_Polimeni.pdf
